source_line,section,spec_text,section_status,evidence
1229,23,# 23. EXPERIMENTS,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1231,23,Implement:,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1233,23,## Experiment,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1234,23,- creative/family/campaign context,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1235,23,- title,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1236,23,- hypothesis,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1237,23,- primary KPI,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1238,23,- secondary KPI,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1239,23,- status,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1240,23,- start/end dates,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1241,23,- conclusion,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1242,23,- learning,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1243,23,- next action,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1245,23,## ExperimentArm,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1246,23,- experiment,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1247,23,- name,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1248,23,- control flag,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1249,23,- creative/version/deployment binding,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1251,23,Lifecycle:,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1253,23,```text,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1254,23,draft,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1255,23,running,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1256,23,completed,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1257,23,cancelled,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1258,23,```,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1260,23,Completion should support:,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1261,23,- selected winner if user decides;,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1262,23,- evidence notes;,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1263,23,- metric comparison;,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1264,23,- confidence/limitations notes.,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1266,23,Do not pretend causal certainty merely because one number is higher.,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1268,23,---,Lifecycle/learning tested; statistical comparisons partial,experiments/services.py; e2e/extended.spec.ts
1270,24,"# 24. PATTERNS, EVIDENCE ASSISTANT, PROPOSALS",Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1272,24,Rebuild the legacy intelligence features as useful evidence tools.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1274,24,## Pattern analysis,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1276,24,Support grouped observations such as:,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1277,24,- hook type,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1278,24,- format,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1279,24,- duration,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1280,24,- CTA,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1281,24,- product,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1282,24,- clip,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1283,24,- platform,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1284,24,- family,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1285,24,- outcome,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1287,24,Display sample size and time period.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1289,24,Avoid presenting weak correlations as proven causes.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1291,24,## Evidence Assistant,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1293,24,Provide a query/filter interface that can answer questions using stored creative evidence.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1295,24,Examples:,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1297,24,- winning hair-loss creatives using question hooks;,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1298,24,- creatives whose CTR declined after day 5;,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1299,24,- variants that outperformed their parent;,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1300,24,- clips repeatedly used in winners.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1302,24,Evidence Assistant initially uses database evidence.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1304,24,If an AI analysis provider is later added:,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1305,24,- it must cite internal source records;,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1306,24,- it must not fabricate metrics;,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1307,24,- AI output is advisory only.,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1309,24,## Creative proposals,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1311,24,Support proposals derived from evidence:,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1312,24,- proposed change,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1313,24,- source creatives/evidence,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1314,24,- rationale,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1315,24,- status,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1316,24,- accepted/rejected,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1317,24,- resulting creative link,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1319,24,---,Partial evidence/proposals,context_hub/evidence.py; frontend/src/Evidence.tsx
1321,25,# 25. CONTEXT HUB / KNOWLEDGE,Versioned context implemented,context_hub/services.py
1323,25,Implement:,Versioned context implemented,context_hub/services.py
1325,25,## ContextDocument,Versioned context implemented,context_hub/services.py
1327,25,Examples:,Versioned context implemented,context_hub/services.py
1328,25,- brand guidelines,Versioned context implemented,context_hub/services.py
1329,25,- product facts,Versioned context implemented,context_hub/services.py
1330,25,- allowed claims,Versioned context implemented,context_hub/services.py
1331,25,- forbidden claims,Versioned context implemented,context_hub/services.py
1332,25,- audience notes,Versioned context implemented,context_hub/services.py
1333,25,- tone/voice,Versioned context implemented,context_hub/services.py
1334,25,- platform rules,Versioned context implemented,context_hub/services.py
1335,25,- campaign guidance,Versioned context implemented,context_hub/services.py
1337,25,## ContextDocumentVersion,Versioned context implemented,context_hub/services.py
1339,25,Version all context edits.,Versioned context implemented,context_hub/services.py
1341,25,Statuses:,Versioned context implemented,context_hub/services.py
1343,25,```text,Versioned context implemented,context_hub/services.py
1344,25,draft,Versioned context implemented,context_hub/services.py
1345,25,approved,Versioned context implemented,context_hub/services.py
1346,25,archived,Versioned context implemented,context_hub/services.py
1347,25,```,Versioned context implemented,context_hub/services.py
1349,25,Do not mutate an approved historical version.,Versioned context implemented,context_hub/services.py
1351,25,## ContextCreativeLink / Evidence,Versioned context implemented,context_hub/services.py
1353,25,Allow approved context to be linked to creative families/creatives.,Versioned context implemented,context_hub/services.py
1355,25,Support brand scope.,Versioned context implemented,context_hub/services.py
1357,25,---,Versioned context implemented,context_hub/services.py
1359,26,# 26. AUTOMATION ENGINE,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1361,26,Rebuild automation using explicit rules.,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1363,26,Entities:,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1365,26,- AutomationRule,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1366,26,- AutomationCondition,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1367,26,- AutomationAction,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1368,26,- AutomationRun,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1369,26,- AutomationRunStep,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1371,26,Examples:,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1373,26,```text,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1374,26,IF request becomes ready_for_review,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1375,26,THEN notify reviewers,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1376,26,```,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1378,26,```text,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1379,26,IF creative receives fatigued signal,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1380,26,THEN create refresh recommendation,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1381,26,```,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1383,26,```text,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1384,26,IF approved version has no deployment after N days,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1385,26,THEN notify Media Buyer,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1386,26,```,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1388,26,Safety:,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1390,26,- actions must be allow-listed;,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1391,26,- no arbitrary Python/eval/code execution;,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1392,26,- every run recorded;,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1393,26,- idempotent actions;,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1394,26,- retry tracking;,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1395,26,- prevent recursive loops;,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1396,26,- support enabled/disabled state.,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1398,26,External publishing should NOT be automatically triggered by a generic rule unless a dedicated high-safety feature is explicitly enabled and permissioned.,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1400,26,---,Allow-listed reactive rules; richer builder partial,automations/services.py; tests/test_domain.py
1402,27,# 27. NOTIFICATIONS,Core notifications and deadline scan,notifications/services.py; audit/services.py
1404,27,Add a first-class in-app Notification system.,Core notifications and deadline scan,notifications/services.py; audit/services.py
1406,27,Notification types should include at least:,Core notifications and deadline scan,notifications/services.py; audit/services.py
1408,27,- new request,Core notifications and deadline scan,notifications/services.py; audit/services.py
1409,27,- assignment,Core notifications and deadline scan,notifications/services.py; audit/services.py
1410,27,- feedback,Core notifications and deadline scan,notifications/services.py; audit/services.py
1411,27,- changes requested,Core notifications and deadline scan,notifications/services.py; audit/services.py
1412,27,- ready for review,Core notifications and deadline scan,notifications/services.py; audit/services.py
1413,27,- approved,Core notifications and deadline scan,notifications/services.py; audit/services.py
1414,27,- deadline approaching,Core notifications and deadline scan,notifications/services.py; audit/services.py
1415,27,- overdue,Core notifications and deadline scan,notifications/services.py; audit/services.py
1416,27,- winner/loser/fatigue,Core notifications and deadline scan,notifications/services.py; audit/services.py
1417,27,- refresh requested,Core notifications and deadline scan,notifications/services.py; audit/services.py
1418,27,- workflow changed,Core notifications and deadline scan,notifications/services.py; audit/services.py
1419,27,- integration failure,Core notifications and deadline scan,notifications/services.py; audit/services.py
1420,27,- upload completed/failed,Core notifications and deadline scan,notifications/services.py; audit/services.py
1421,27,- publish completed/failed,Core notifications and deadline scan,notifications/services.py; audit/services.py
1423,27,Features:,Core notifications and deadline scan,notifications/services.py; audit/services.py
1425,27,- unread count,Core notifications and deadline scan,notifications/services.py; audit/services.py
1426,27,- mark read,Core notifications and deadline scan,notifications/services.py; audit/services.py
1427,27,- mark all read,Core notifications and deadline scan,notifications/services.py; audit/services.py
1428,27,- deep link,Core notifications and deadline scan,notifications/services.py; audit/services.py
1429,27,- user notification preferences,Core notifications and deadline scan,notifications/services.py; audit/services.py
1430,27,- deduplication to avoid spam,Core notifications and deadline scan,notifications/services.py; audit/services.py
1431,27,- role-aware recipients,Core notifications and deadline scan,notifications/services.py; audit/services.py
1433,27,Avoid requiring WebSockets for v1.,Core notifications and deadline scan,notifications/services.py; audit/services.py
1435,27,Efficient polling is acceptable and simplifies SQLite deployment.,Core notifications and deadline scan,notifications/services.py; audit/services.py
1437,27,---,Core notifications and deadline scan,notifications/services.py; audit/services.py
1439,28,# 28. ACTIVITY AND AUDIT LOGGING,Core immutable API audit/activity,audit; common/admin.py
1441,28,These are separate concepts.,Core immutable API audit/activity,audit; common/admin.py
1443,28,## Activity Feed,Core immutable API audit/activity,audit; common/admin.py
1445,28,Human-friendly operational events:,Core immutable API audit/activity,audit; common/admin.py
1446,28,- request created,Core immutable API audit/activity,audit; common/admin.py
1447,28,- assigned,Core immutable API audit/activity,audit; common/admin.py
1448,28,- version submitted,Core immutable API audit/activity,audit; common/admin.py
1449,28,- feedback added,Core immutable API audit/activity,audit; common/admin.py
1450,28,- approved,Core immutable API audit/activity,audit; common/admin.py
1451,28,- deployed,Core immutable API audit/activity,audit; common/admin.py
1452,28,- winner marked,Core immutable API audit/activity,audit; common/admin.py
1454,28,## AuditEvent,Core immutable API audit/activity,audit; common/admin.py
1456,28,Immutable security/business audit:,Core immutable API audit/activity,audit; common/admin.py
1458,28,- actor,Core immutable API audit/activity,audit; common/admin.py
1459,28,- workspace,Core immutable API audit/activity,audit; common/admin.py
1460,28,- action,Core immutable API audit/activity,audit; common/admin.py
1461,28,- object type,Core immutable API audit/activity,audit; common/admin.py
1462,28,- object ID,Core immutable API audit/activity,audit; common/admin.py
1463,28,- before/after summary where safe,Core immutable API audit/activity,audit; common/admin.py
1464,28,- IP,Core immutable API audit/activity,audit; common/admin.py
1465,28,- user agent,Core immutable API audit/activity,audit; common/admin.py
1466,28,- request correlation ID,Core immutable API audit/activity,audit; common/admin.py
1467,28,- timestamp,Core immutable API audit/activity,audit; common/admin.py
1469,28,Do not store secrets or giant provider payloads.,Core immutable API audit/activity,audit; common/admin.py
1471,28,Audit important:,Core immutable API audit/activity,audit; common/admin.py
1472,28,- role/membership changes,Core immutable API audit/activity,audit; common/admin.py
1473,28,- integrations,Core immutable API audit/activity,audit; common/admin.py
1474,28,- publishing,Core immutable API audit/activity,audit; common/admin.py
1475,28,- approval,Core immutable API audit/activity,audit; common/admin.py
1476,28,- outcome,Core immutable API audit/activity,audit; common/admin.py
1477,28,- deletion/archive,Core immutable API audit/activity,audit; common/admin.py
1478,28,- credential changes,Core immutable API audit/activity,audit; common/admin.py
1480,28,---,Core immutable API audit/activity,audit; common/admin.py
1482,29,# 29. UTM BUILDER,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1484,29,Preserve UTM Builder.,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1486,29,Fields:,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1488,29,- base URL,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1489,29,- source,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1490,29,- medium,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1491,29,- campaign,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1492,29,- term,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1493,29,- content,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1495,29,Features:,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1497,29,- validation,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1498,29,- encoding,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1499,29,- copy result,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1500,29,- optional history linked to Campaign/Deployment,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1501,29,- workspace naming conventions,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1503,29,---,Implemented and tested,frontend/src/App.tsx; App.test.tsx
1505,30,# 30. DASHBOARDS,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1507,30,Provide role-specific dashboards.,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1509,30,## Manager,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1510,30,- open requests,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1511,30,- work in production,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1512,30,- review queue,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1513,30,- overdue,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1514,30,- approved this period,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1515,30,- publish failures,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1516,30,- integration failures,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1517,30,- winners/fatigued,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1518,30,- team workload,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1520,30,## Media Buyer,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1521,30,- requests created,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1522,30,- approved but undeployed,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1523,30,- deployments,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1524,30,- last performance sync,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1525,30,- top performance table,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1526,30,- fatigue signals,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1527,30,- experiments,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1529,30,## Editor,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1530,30,- My Tasks,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1531,30,- due today,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1532,30,- changes requested,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1533,30,- submitted items,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1534,30,- recent feedback,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1536,30,## Reviewer,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1537,30,- waiting for review,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1538,30,- aging review queue,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1539,30,- recently reviewed,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1541,30,## Requester,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1542,30,- own requests,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1543,30,- status,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1544,30,- delivery progress,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1545,30,- due dates,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1547,30,## Viewer,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1548,30,- library summary/read-only,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1550,30,No fake KPI numbers.,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1552,30,---,Real counts; role-specific summaries partial,OverviewView; frontend/src/App.tsx
1554,31,# 31. SEARCH,Scoped fallback search implemented,SearchView; tests/test_api.py
1556,31,Implement global scoped search across:,Scoped fallback search implemented,SearchView; tests/test_api.py
1558,31,- requests,Scoped fallback search implemented,SearchView; tests/test_api.py
1559,31,- deliverables,Scoped fallback search implemented,SearchView; tests/test_api.py
1560,31,- creatives,Scoped fallback search implemented,SearchView; tests/test_api.py
1561,31,- creative versions,Scoped fallback search implemented,SearchView; tests/test_api.py
1562,31,- products,Scoped fallback search implemented,SearchView; tests/test_api.py
1563,31,- campaigns,Scoped fallback search implemented,SearchView; tests/test_api.py
1564,31,- clips,Scoped fallback search implemented,SearchView; tests/test_api.py
1565,31,- context,Scoped fallback search implemented,SearchView; tests/test_api.py
1566,31,- content index,Scoped fallback search implemented,SearchView; tests/test_api.py
1567,31,- Drive file metadata,Scoped fallback search implemented,SearchView; tests/test_api.py
1569,31,Results must respect workspace/brand permissions.,Scoped fallback search implemented,SearchView; tests/test_api.py
1571,31,---,Scoped fallback search implemented,SearchView; tests/test_api.py
1573,32,# 32. FRONTEND UX REQUIREMENTS,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1575,32,"The old module should be treated as functional reference, not as a visual template.",Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1577,32,Build a modern SaaS interface.,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1579,32,Principles:,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1581,32,- mobile-first;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1582,32,- responsive;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1583,32,- Arabic RTL is first-class;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1584,32,- English/French LTR;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1585,32,- no horizontal overflow;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1586,32,- clear typography;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1587,32,- compact but readable;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1588,32,- one dominant next action per workflow state;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1589,32,- progressive disclosure;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1590,32,- avoid giant forms;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1591,32,- sticky action areas only when useful;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1592,32,- clear empty states;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1593,32,- clear error recovery;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1594,32,- skeleton/loading states;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1595,32,- accessible form labels and keyboard navigation;,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1596,32,- confirmation for destructive/high-impact actions.,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1598,32,Main navigation:,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1600,32,```text,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1601,32,Overview,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1602,32,Board,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1603,32,Requests,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1604,32,My Tasks,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1605,32,Creative Library,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1606,32,Search,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1607,32,Context,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1608,32,UTM Builder,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1609,32,Activity,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1610,32,Operations,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1611,32,Automations,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1612,32,Integrations,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1613,32,Catalog,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1614,32,Administration,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1615,32,```,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1617,32,Navigation is permission-aware.,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1619,32,"Create a mobile navigation solution, not merely a collapsed desktop sidebar.",Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1621,32,---,Responsive core UI browser-tested; advanced editors partial,frontend/src; e2e/journeys.spec.ts
1623,33,# 33. INTERNATIONALIZATION,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1625,33,Support:,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1627,33,- Arabic (`ar`) — RTL,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1628,33,- English (`en`),Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1629,33,- French (`fr`),Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1631,33,Backend and frontend should use translatable keys.,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1633,33,No hard-coded English scattered through React components.,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1635,33,Provide locale switcher and persist preference in UserProfile.,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1637,33,Dates/numbers should render according to locale where practical.,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
1639,33,---,Partial advanced translation coverage,frontend/src/i18n.tsx; KNOWN_LIMITATIONS.md
